"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 08 23:20:22 CDT 2026","Fri May 08 23:20:33 CDT 2026","11215","ts-user-service","Flow_Scenario_2 | GET /api/v1/userservice/users","[Valid] v1","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_2","test_positive_flow_S2_v1","test_positive_flow_S2_v1","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:09:15 CDT 2026","Sat May 09 02:09:29 CDT 2026","13132","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Valid] v15","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_positive_flow_S3_v15","test_positive_flow_S3_v15","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:10:20 CDT 2026","Sat May 09 02:10:33 CDT 2026","12791","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Valid] v20","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_positive_flow_S3_v20","test_positive_flow_S3_v20","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:23:44 CDT 2026","Sat May 09 01:23:57 CDT 2026","12741","ts-admin-basic-info-service","Flow_Scenario_994 | PUT /api/v1/adminbasicservice/adminbasic/stations","[Valid] v2","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_994","test_positive_flow_S994_v2","test_positive_flow_S994_v2","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:26:07 CDT 2026","Sat May 09 01:26:21 CDT 2026","13317","ts-admin-basic-info-service","Flow_Scenario_994 | PUT /api/v1/adminbasicservice/adminbasic/stations","[Valid] v14","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_994","test_positive_flow_S994_v14","test_positive_flow_S994_v14","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:50:07 CDT 2026","Sat May 09 01:50:21 CDT 2026","13952","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SEMANTIC_MISMATCH (v113)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v113_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S3_v113_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:29:00 CDT 2026","Fri May 08 23:29:05 CDT 2026","5052","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v171)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v171_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v171_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:30:31 CDT 2026","Fri May 08 23:30:36 CDT 2026","5045","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v256)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v256_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v256_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:27:44 CDT 2026","Sat May 09 00:27:57 CDT 2026","12528","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SPECIAL_CHARACTERS (v144)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v144_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S749_v144_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:34:47 CDT 2026","Sat May 09 02:34:57 CDT 2026","9766","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Explore 500]","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v3_explore_500","test_positive_flow_S178_v3_explore_500","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:35:02 CDT 2026","Sat May 09 00:35:16 CDT 2026","13925","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SEMANTIC_MISMATCH (v49)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v49_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S749_v49_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:45:58 CDT 2026","Fri May 08 23:46:03 CDT 2026","5048","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v81)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v81_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v81_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:35:07 CDT 2026","Sat May 09 02:35:20 CDT 2026","13267","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Explore 404]","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v2_explore_404","test_positive_flow_S178_v2_explore_404","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:23:44 CDT 2026","Fri May 08 23:23:53 CDT 2026","9203","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Valid] v2","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_positive_flow_S475_v2","test_positive_flow_S475_v2","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:34:28 CDT 2026","Sat May 09 02:34:38 CDT 2026","10286","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Explore 204]","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v3_explore_204","test_positive_flow_S178_v3_explore_204","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:56:27 CDT 2026","Fri May 08 23:56:38 CDT 2026","10220","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Valid] v6","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_positive_flow_S276_v6","test_positive_flow_S276_v6","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:35:40 CDT 2026","Sat May 09 01:35:53 CDT 2026","13496","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SEMANTIC_MISMATCH (v104)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v104_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S3_v104_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:52:02 CDT 2026","Sat May 09 01:52:15 CDT 2026","12872","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] OVERFLOW (v140)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v140_fault_Root1_OVERFLOW","test_negative_flow_S3_v140_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:36:47 CDT 2026","Sat May 09 01:37:01 CDT 2026","14294","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] TYPE_MISMATCH (v28)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v28_fault_Root1_TYPE_MISMATCH","test_negative_flow_S3_v28_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:23:28 CDT 2026","Sat May 09 02:23:41 CDT 2026","13279","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Valid] v59","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v59","test_positive_flow_S178_v59","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:22:07 CDT 2026","Sat May 09 00:22:15 CDT 2026","8305","ts-admin-basic-info-service","Flow_Scenario_1040 | POST /api/v1/adminbasicservice/adminbasic/stations","[Valid] v27","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_1040","test_positive_flow_S1040_v27","test_positive_flow_S1040_v27","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:24:12 CDT 2026","Fri May 08 23:24:17 CDT 2026","5051","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Valid] v6","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_positive_flow_S475_v6","test_positive_flow_S475_v6","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:30:36 CDT 2026","Sat May 09 02:30:49 CDT 2026","13291","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Valid] v93","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v93","test_positive_flow_S178_v93","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:37:01 CDT 2026","Sat May 09 01:37:10 CDT 2026","9286","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SPECIAL_CHARACTERS (v99)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v99_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S3_v99_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:19:52 CDT 2026","Sat May 09 00:20:04 CDT 2026","12549","ts-admin-basic-info-service","Flow_Scenario_1040 | POST /api/v1/adminbasicservice/adminbasic/stations","[Valid] v13","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_1040","test_positive_flow_S1040_v13","test_positive_flow_S1040_v13","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:43:35 CDT 2026","Fri May 08 23:43:40 CDT 2026","5042","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Valid] v14","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_positive_flow_S475_v14","test_positive_flow_S475_v14","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:12:16 CDT 2026","Sat May 09 00:12:28 CDT 2026","12708","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SEMANTIC_MISMATCH (v128)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v128_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S276_v128_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:05:02 CDT 2026","Sat May 09 01:05:16 CDT 2026","14142","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Fault: GET__api_v1_consignservice_consigns_order__id_] EMPTY_INPUT (v23)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_negative_flow_S894_v23_fault_Root1_EMPTY_INPUT","test_negative_flow_S894_v23_fault_Root1_EMPTY_INPUT","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:59:28 CDT 2026","Sat May 09 01:59:42 CDT 2026","13904","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Valid] v3","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_positive_flow_S3_v3","test_positive_flow_S3_v3","Microservice test scenario with 1 steps."
"passed","Sat May 09 02:01:51 CDT 2026","Sat May 09 02:02:04 CDT 2026","13231","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SPECIAL_CHARACTERS (v161)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v161_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S3_v161_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:49:35 CDT 2026","Sat May 09 00:49:48 CDT 2026","13302","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] EMPTY_INPUT (v51)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v51_fault_Root1_EMPTY_INPUT","test_negative_flow_S420_v51_fault_Root1_EMPTY_INPUT","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:41:00 CDT 2026","Fri May 08 23:41:10 CDT 2026","9934","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SEMANTIC_MISMATCH (v268)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v268_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S475_v268_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:56:05 CDT 2026","Sat May 09 00:56:19 CDT 2026","13244","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] EMPTY_INPUT (v56)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v56_fault_Root1_EMPTY_INPUT","test_negative_flow_S420_v56_fault_Root1_EMPTY_INPUT","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:33:13 CDT 2026","Fri May 08 23:33:22 CDT 2026","9218","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v40)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v40_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v40_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:02:42 CDT 2026","Sat May 09 01:02:54 CDT 2026","12718","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Valid] v3","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_positive_flow_S894_v3","test_positive_flow_S894_v3","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:51:51 CDT 2026","Sat May 09 00:52:04 CDT 2026","13024","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] SPECIAL_CHARACTERS (v52)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v52_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S420_v52_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:07:01 CDT 2026","Sat May 09 00:07:06 CDT 2026","5063","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SEMANTIC_MISMATCH (v42)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v42_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S276_v42_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:15:54 CDT 2026","Sat May 09 01:16:07 CDT 2026","12335","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Valid] v89","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_positive_flow_S894_v89","test_positive_flow_S894_v89","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:29:10 CDT 2026","Sat May 09 01:29:24 CDT 2026","13301","ts-admin-basic-info-service","Flow_Scenario_994 | PUT /api/v1/adminbasicservice/adminbasic/stations","[Valid] v42","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_994","test_positive_flow_S994_v42","test_positive_flow_S994_v42","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:58:08 CDT 2026","Sat May 09 00:58:22 CDT 2026","13788","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] SEMANTIC_MISMATCH (v38)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v38_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S420_v38_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:48:49 CDT 2026","Sat May 09 00:48:58 CDT 2026","9163","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] SEMANTIC_MISMATCH (v44)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v44_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S420_v44_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:50:57 CDT 2026","Fri May 08 23:51:06 CDT 2026","9222","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v158)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v158_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v158_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:40:27 CDT 2026","Fri May 08 23:40:32 CDT 2026","5044","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v106)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v106_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v106_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:44:25 CDT 2026","Sat May 09 01:44:38 CDT 2026","13579","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SPECIAL_CHARACTERS (v173)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v173_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S3_v173_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:20:56 CDT 2026","Sat May 09 00:21:06 CDT 2026","10577","ts-admin-basic-info-service","Flow_Scenario_1040 | POST /api/v1/adminbasicservice/adminbasic/stations","[Valid] v20","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_1040","test_positive_flow_S1040_v20","test_positive_flow_S1040_v20","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:32:33 CDT 2026","Sat May 09 02:32:45 CDT 2026","12906","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Valid] v4","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v4","test_positive_flow_S178_v4","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:01:33 CDT 2026","Sat May 09 00:01:42 CDT 2026","9406","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Valid] v12","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_positive_flow_S276_v12","test_positive_flow_S276_v12","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:56:49 CDT 2026","Fri May 08 23:57:02 CDT 2026","12879","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Valid] v8","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_positive_flow_S276_v8","test_positive_flow_S276_v8","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:14:09 CDT 2026","Sat May 09 01:14:21 CDT 2026","12263","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Valid] v81","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_positive_flow_S894_v81","test_positive_flow_S894_v81","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:54:07 CDT 2026","Sat May 09 00:54:19 CDT 2026","12141","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] SPECIAL_CHARACTERS (v47)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v47_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S420_v47_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:44:32 CDT 2026","Fri May 08 23:44:38 CDT 2026","5045","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SEMANTIC_MISMATCH (v51)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v51_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S475_v51_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:14:16 CDT 2026","Sat May 09 00:14:24 CDT 2026","8617","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SEMANTIC_MISMATCH (v84)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v84_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S276_v84_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:18:29 CDT 2026","Sat May 09 01:18:42 CDT 2026","13003","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Fault: GET__api_v1_consignservice_consigns_order__id_] SEMANTIC_MISMATCH (v49)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_negative_flow_S894_v49_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S894_v49_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:08:11 CDT 2026","Sat May 09 02:08:24 CDT 2026","12927","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Valid] v10","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_positive_flow_S3_v10","test_positive_flow_S3_v10","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:47:35 CDT 2026","Fri May 08 23:47:44 CDT 2026","9200","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] OVERFLOW (v111)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v111_fault_Root1_OVERFLOW","test_negative_flow_S475_v111_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:04:49 CDT 2026","Sat May 09 01:05:02 CDT 2026","12446","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Fault: GET__api_v1_consignservice_consigns_order__id_] EMPTY_INPUT (v51)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_negative_flow_S894_v51_fault_Root1_EMPTY_INPUT","test_negative_flow_S894_v51_fault_Root1_EMPTY_INPUT","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:41:01 CDT 2026","Sat May 09 00:41:15 CDT 2026","14341","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SPECIAL_CHARACTERS (v90)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v90_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S749_v90_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:11:08 CDT 2026","Sat May 09 01:11:21 CDT 2026","12794","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Valid] v14","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_positive_flow_S894_v14","test_positive_flow_S894_v14","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:47:53 CDT 2026","Fri May 08 23:47:58 CDT 2026","5048","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SEMANTIC_MISMATCH (v126)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v126_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S475_v126_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:44:52 CDT 2026","Fri May 08 23:45:01 CDT 2026","9235","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SEMANTIC_MISMATCH (v86)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v86_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S475_v86_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
